诗编号,作者,卷编号,篇名,题材特征,末句韵部
12558,钱起,卷239_48,江行无题一百首（一作钱珝诗）（53）,100100,10
12559,钱起,卷239_48,江行无题一百首（一作钱珝诗）（54）,20100,3
12560,钱起,卷239_48,江行无题一百首（一作钱珝诗）（55）,121000,0
12561,钱起,卷239_48,江行无题一百首（一作钱珝诗）（56）,200101,1
12562,钱起,卷239_48,江行无题一百首（一作钱珝诗）（57）,1020200,13
12563,钱起,卷239_48,江行无题一百首（一作钱珝诗）（58）,2010000,12
12564,钱起,卷239_48,江行无题一百首（一作钱珝诗）（59）,200102,3
12565,钱起,卷239_48,江行无题一百首（一作钱珝诗）（60）,321110,21
12566,钱起,卷239_48,江行无题一百首（一作钱珝诗）（61）,110201,21
12567,钱起,卷239_48,江行无题一百首（一作钱珝诗）（62）,0,13
12568,钱起,卷239_48,江行无题一百首（一作钱珝诗）（63）,111000,4
12569,钱起,卷239_48,江行无题一百首（一作钱珝诗）（64）,1000000,11
12570,钱起,卷239_48,江行无题一百首（一作钱珝诗）（65）,11100,11
12571,钱起,卷239_48,江行无题一百首（一作钱珝诗）（66）,110000,22
12572,钱起,卷239_48,江行无题一百首（一作钱珝诗）（67）,100201,22
12573,钱起,卷239_48,江行无题一百首（一作钱珝诗）（68）,0,3
12574,钱起,卷239_48,江行无题一百首（一作钱珝诗）（69）,200000,24
12575,钱起,卷239_48,江行无题一百首（一作钱珝诗）（70）,1000,3
12576,钱起,卷239_48,江行无题一百首（一作钱珝诗）（71）,113111,14
12577,钱起,卷239_48,江行无题一百首（一作钱珝诗）（72）,1302,6
12578,钱起,卷239_48,江行无题一百首（一作钱珝诗）（73）,1110401,21
12579,钱起,卷239_48,江行无题一百首（一作钱珝诗）（74）,1201,23
12580,钱起,卷239_48,江行无题一百首（一作钱珝诗）（75）,101300,0
12581,钱起,卷239_48,江行无题一百首（一作钱珝诗）（76）,31102,23
12582,钱起,卷239_48,江行无题一百首（一作钱珝诗）（77）,201,25
12583,钱起,卷239_48,江行无题一百首（一作钱珝诗）（78）,20200,0
12584,钱起,卷239_48,江行无题一百首（一作钱珝诗）（79）,20100,25
12585,钱起,卷239_48,江行无题一百首（一作钱珝诗）（80）,0,25
12586,钱起,卷239_48,江行无题一百首（一作钱珝诗）（81）,11203,12
12587,钱起,卷239_48,江行无题一百首（一作钱珝诗）（82）,1100101,20
12588,钱起,卷239_48,江行无题一百首（一作钱珝诗）（83）,1000101,23
12589,钱起,卷239_48,江行无题一百首（一作钱珝诗）（84）,100,4
12590,钱起,卷239_48,江行无题一百首（一作钱珝诗）（85）,1000100,3
12591,钱起,卷239_48,江行无题一百首（一作钱珝诗）（86）,1010101,24
12592,钱起,卷239_48,江行无题一百首（一作钱珝诗）（87）,110000,18
12593,钱起,卷239_48,江行无题一百首（一作钱珝诗）（88）,10401,19
12594,钱起,卷239_48,江行无题一百首（一作钱珝诗）（89）,1201,14
12595,钱起,卷239_48,江行无题一百首（一作钱珝诗）（90）,10301,15
12596,钱起,卷239_48,江行无题一百首（一作钱珝诗）（91）,110200,4
12597,钱起,卷239_48,江行无题一百首（一作钱珝诗）（92）,10100,3
12598,钱起,卷239_48,江行无题一百首（一作钱珝诗）（93）,1312110,22
12599,钱起,卷239_48,江行无题一百首（一作钱珝诗）（94）,100201,25
12600,钱起,卷239_48,江行无题一百首（一作钱珝诗）（95）,111311,22
12601,钱起,卷239_48,江行无题一百首（一作钱珝诗）（96）,1110202,25
12602,钱起,卷239_48,江行无题一百首（一作钱珝诗）（97）,0,0
12603,钱起,卷239_48,江行无题一百首（一作钱珝诗）（98）,101100,21
12604,钱起,卷239_48,江行无题一百首（一作钱珝诗）（99）,101,9
12605,钱起,卷239_48,江行无题一百首（一作钱珝诗）（100）,310200,13
12606,钱起,卷239_49,言怀,201010,4
12607,钱起,卷239_50,和张仆射塞下曲（一作卢纶诗）,202110,18
12608,钱起,卷239_51,送李明府去官,1000101,5
12609,钱起,卷239_52,赴章陵酬李卿赠别,210002,26
12610,钱起,卷239_53,逢侠者,210111,20
12611,钱起,卷239_54,郎员外见寻不遇,100011,4
12612,钱起,卷239_55,过李侍御宅（一作过故吕侍御宅）,101010,1
12613,钱起,卷239_56,宿洞口馆,200101,22
12614,钱起,卷239_57,九日寄侄箊箕等,201,0
12615,钱起,卷239_58,梨花,201011,0
12616,钱起,卷239_59,题崔逸人山亭,311103,4
12617,钱起,卷239_60,蓝田溪杂咏二十二首•登台（一作望山台）,202112,101
12618,钱起,卷239_61,蓝田溪杂咏二十二首•板桥,11101,99
12619,钱起,卷239_62,蓝田溪杂咏二十二首•石井,1100001,0
12620,钱起,卷239_63,蓝田溪杂咏二十二首•古藤,110002,98
12621,钱起,卷239_64,蓝田溪杂咏二十二首•晚归鹭,1000000,42
12622,钱起,卷239_65,蓝田溪杂咏二十二首•洞仙谣（一作伺山径）,1212,33
12623,钱起,卷239_66,蓝田溪杂咏二十二首•药圃,200001,66
12624,钱起,卷239_67,蓝田溪杂咏二十二首•石上苔,100000,99
12625,钱起,卷239_68,蓝田溪杂咏二十二首•窗里山,100000,33
12626,钱起,卷239_69,蓝田溪杂咏二十二首•竹间路,110004,65
12627,钱起,卷239_70,蓝田溪杂咏二十二首•竹屿,101,84
12628,钱起,卷239_71,蓝田溪杂咏二十二首•砌下泉,100000,62
12629,钱起,卷239_72,蓝田溪杂咏二十二首•戏鸥,101001,97
12630,钱起,卷239_73,蓝田溪杂咏二十二首•远山钟,11202,42
12631,钱起,卷239_74,蓝田溪杂咏二十二首•东陂（一作忆皇子陂）,300102,90
12632,钱起,卷239_75,蓝田溪杂咏二十二首•池上亭,100101,21
12633,钱起,卷239_76,蓝田溪杂咏二十二首•衔鱼翠鸟,0,35
12634,钱起,卷239_77,蓝田溪杂咏二十二首•石莲花,100001,62
12635,钱起,卷239_78,蓝田溪杂咏二十二首•潺湲声,0,35
12636,钱起,卷239_79,蓝田溪杂咏二十二首•松下雪,1010,101
12637,钱起,卷239_80,蓝田溪杂咏二十二首•田鹤,1001,35
12638,钱起,卷239_81,蓝田溪杂咏二十二首•题南陂,111111,84
12639,钱起,卷239_82,蓝田溪杂咏二十二首•伤秋,200010,21
12640,钱起,卷239_83,送崔山人归山,121202,4
12641,钱起,卷239_84,题礼上人壁画山水,1001102,4
12642,钱起,卷239_85,送欧阳子还江华郡,201302,10
12643,钱起,卷239_86,暮春归故山草堂（一作刘长卿诗：晚春归山居题窗前竹）,1401203,4
12644,钱起,卷239_87,访李卿不遇,323210,20
12645,钱起,卷239_88,与赵莒茶宴,300,20
12646,钱起,卷239_89,故王维右丞堂前芍药花开，凄然感怀,300002,13
12647,钱起,卷239_90,送张参及第还家,1,22
12648,钱起,卷239_91,夜泊鹦鹉洲,213222,0
12649,钱起,卷239_92,归雁,101111,9
12650,钱起,卷239_93,春郊,2100103,22
12651,钱起,卷239_94,晚归严明府题门,120001,13
12652,钱起,卷239_95,秋夜送赵冽归襄阳,21112,26
12653,钱起,卷239_96,送符别驾还郡（一作还钱塘）,123111,14
12654,钱起,卷239_97,同王员外陇城绝句,1012010,18
12655,钱起,卷239_98,过故洛城,222124,20
12656,钱起,卷239_99,校猎曲,1102010,4
12657,钱起,卷239_100,晚过横灞寄张蓝田,111203,3
12658,钱起,卷239_101,九日田舍,202215,15
12659,钱起,卷239_102,长安落第,511012,26
12660,元结,卷240_1,二风诗•治风诗五篇•至仁,20,101
12661,元结,卷240_2,二风诗•治风诗五篇•至慈,10,33
12662,元结,卷240_3,二风诗•治风诗五篇•至劳,101141,67
12663,元结,卷240_4,二风诗•治风诗五篇•至正,1000010,15
12664,元结,卷240_5,二风诗•治风诗五篇•至理,1000000,96
12665,元结,卷240_6,二风诗•乱风诗五篇•至荒,1000060,26
12666,元结,卷240_7,二风诗•乱风诗五篇•至乱,21,3
12667,元结,卷240_8,二风诗•乱风诗五篇•至虐,320030,19
12668,元结,卷240_9,二风诗•乱风诗五篇•至惑,1001010,6
12669,元结,卷240_10,二风诗•乱风诗五篇•至伤,100000,6
12670,元结,卷240_11,补乐歌十首•网罟,12404,25
12671,元结,卷240_12,补乐歌十首•丰年,3010021,15
12672,元结,卷240_13,补乐歌十首•云门,2110000,21
12673,元结,卷240_14,补乐歌十首•九渊,10000,15
12674,元结,卷240_15,补乐歌十首•五茎,10000,22
12675,元结,卷240_16,补乐歌十首•六英,1030100,22
12676,元结,卷240_17,补乐歌十首•咸池,1010000,15
12677,元结,卷240_18,补乐歌十首•大韶,1010000,25
12678,元结,卷240_19,补乐歌十首•大夏,21242,15
12679,元结,卷240_20,补乐歌十首•大濩,20000,19
12680,元结,卷240_21,系乐府十二首•思太古,1011402,6
12681,元结,卷240_22,系乐府十二首•陇上叹,200012,50
12682,元结,卷240_23,系乐府十二首•颂东夷,1200030,91
12683,元结,卷240_24,系乐府十二首•贱士吟,1200100,25
12684,元结,卷240_25,系乐府十二首•欸乃曲,1451321,21
12685,元结,卷240_26,系乐府十二首•贫妇词,202203,7
12686,元结,卷240_27,系乐府十二首•去乡悲,132010,21
12687,元结,卷240_28,系乐府十二首•寿翁兴,1100001,89
12688,元结,卷240_29,系乐府十二首•农臣怨,200022,36
12689,元结,卷240_30,系乐府十二首•谢大龟,11110,3
12690,元结,卷240_31,系乐府十二首•古遗叹,101121,3
12691,元结,卷240_32,系乐府十二首•下客谣,2010000,15
12692,元结,卷240_33,漫歌八曲•故城东,322023,15
12693,元结,卷240_34,漫歌八曲•西阳城,1033141,21
12694,元结,卷240_35,漫歌八曲•大回中,11402,25
12695,元结,卷240_36,漫歌八曲•小回中,11311,98
12696,元结,卷240_37,漫歌八曲•将牛何处去二首（1）,11012,0
12697,元结,卷240_37,漫歌八曲•将牛何处去二首（2）,1011011,22
12698,元结,卷240_38,漫歌八曲•将船何处去二首（1）,10100,0
12699,元结,卷240_38,漫歌八曲•将船何处去二首（2）,20101,27
12700,元结,卷240_39,引极三首•思元极,2000000,92
12701,元结,卷240_40,引极三首•望仙府,4001101,10
12702,元结,卷240_41,引极三首•怀潜君,4000010,48
12703,元结,卷240_42,演兴四首•招太灵,2102304,14
12704,元结,卷240_43,演兴四首•初祀,1011304,15
12705,元结,卷240_44,演兴四首•讼木魅,9301313,22
12706,元结,卷240_45,演兴四首•闵岭中,4502302,6
12707,元结,卷241_1,闵荒诗,5795593,25
12708,元结,卷241_2,忝官引,1302143,11
12709,元结,卷241_3,舂陵行,4222134,3
12710,元结,卷241_4,贼退示官吏,2124513,15
12711,元结,卷241_5,寄源休,21,63
12712,元结,卷241_6,雪中怀孟武昌,113203,55
12713,元结,卷241_7,与党评事,1200020,15
12714,元结,卷241_8,与党侍御,111111,3
12715,元结,卷241_9,与瀼溪邻里,1121303,12
12716,元结,卷241_10,招孟武昌,123906,22
12717,元结,卷241_11,招陶别驾家阳华作,2211105,15
12718,元结,卷241_12,游石溪示学者,1212313,66
12719,元结,卷241_13,游潓泉示泉上学者,3101202,6
12720,元结,卷241_14,喻瀼溪乡旧游,200101,22
12721,元结,卷241_15,喻旧部曲,1011102,89
12722,元结,卷241_16,喻常吾直（时为摄官）,1102111,89
12723,元结,卷241_17,漫问相里黄州,1102202,0
12724,元结,卷241_18,酬裴云客,1011213,26
12725,元结,卷241_19,酬孟武昌苦雪,1217416,11
12726,元结,卷241_20,漫酬贾沔州,1101315,74
12727,元结,卷241_21,送孟校书往南海（一作别孟校书）,1220000,21
12728,元结,卷241_22,别何员外,211210,6
12729,元结,卷241_23,宴湖上亭作,350706,51
12730,元结,卷241_24,夜宴石鱼湖作,340203,23
12731,元结,卷241_25,刘侍御月夜宴会,223322,15
12732,元结,卷241_26,樊上漫作,23405,15
12733,元结,卷241_27,登殊亭作,2130001,23
12734,元结,卷241_28,石鱼湖上作,1230604,69
12735,元结,卷241_29,引东泉作,103303,0
12736,元结,卷241_30,登白云亭,1233514,22
12737,元结,卷241_31,潓阳亭作,3130000,35
12738,元结,卷241_32,登九疑第二峰,3100000,13
12739,元结,卷241_33,题孟中丞茅阁,1254322,6
12740,元结,卷241_34,窊尊诗（在道州）,2343414,22
12741,元结,卷241_35,朝阳岩下歌,2032232,72
12742,元结,卷241_36,无为洞口作,302303,72
12743,元结,卷241_37,宿无为观,4002203,98
12744,元结,卷241_38,宿洄溪翁宅,1120001,25
12745,元结,卷241_39,说洄溪招退者（在州南江华县）,1045709,0
12746,元结,卷241_40,宿丹崖翁宅,5371705,25
12747,元结,卷241_41,石鱼湖上醉歌,122506,25
12748,元结,卷241_42,橘井,1100012,15
12749,元结,卷241_43,石宫四咏（1）,200010,9
12750,元结,卷241_43,石宫四咏（2）,1100212,26
12751,元结,卷241_43,石宫四咏（3）,2301211,89
12752,元结,卷241_43,石宫四咏（4）,100111,15
12753,元结,卷241_44,欸乃曲五首（1）,11201,14
12754,元结,卷241_44,欸乃曲五首（2）,1312221,22
12755,元结,卷241_44,欸乃曲五首（3）,101101,26
12756,元结,卷241_44,欸乃曲五首（4）,101,0
12757,元结,卷241_44,欸乃曲五首（5）,30300,15
12758,张继,卷242_1,郢城西楼吟（一作郎士元诗）,415617,22
12759,张继,卷242_2,登丹阳楼（一作郎士元诗）,223202,14
12760,张继,卷242_3,春夜皇甫冉宅欢宴（一作对酒）,534232,22
12761,张继,卷242_4,会稽秋晚奉呈于太守,313211,25
12762,张继,卷242_5,题严陵钓台,200000,25
12763,张继,卷242_6,清明日自西午桥至瓜岩村有怀,1311011,0
12764,张继,卷242_7,洛阳作（一作初出徽安门）,3100012,21
12765,张继,卷242_8,晚次淮阳,302423,14
12766,张继,卷242_9,送窦十九判官使江南,1020000,0
12767,张继,卷242_10,江上送客游庐山,221302,15
12768,张继,卷242_11,酬张二十员外前国子博士窦叔向,131010,10
12769,张继,卷242_12,会稽郡楼雪霁（一作望雪）,334413,20
12770,张继,卷242_13,冯翊西楼（一作郎士元诗）,455223,15
12771,张继,卷242_14,送邹判官往陈留（一作洪州送郄绍充河南租庸判官）,1000010,22
12772,张继,卷242_15,酬李书记校书越城秋夜见赠,2222121,15
12773,张继,卷242_16,感怀（一作陆沈诗，题作上礼部杨侍郎）,11010,12
12774,张继,卷242_17,长相思,1201000,15
12775,张继,卷242_18,奉寄皇甫补阙,1110000,5
12776,张继,卷242_19,枫桥夜泊（一作夜泊枫江）,323321,15
12777,张继,卷242_20,阊门即事,321102,15
12778,张继,卷242_21,安公房问法,0,3
12779,张继,卷242_22,上清词,3301122,20
12780,张继,卷242_23,送顾况泗上觐叔父,110000,10
12781,张继,卷242_24,留别（一作皇甫冉诗，题作又得云字）,11302,11
12782,张继,卷242_25,送张中丞归使幕（一作韩翃诗）,1111011,4
12783,张继,卷242_26,华州夜宴庾侍御宅（一作韩翃诗）,132102,0
12784,张继,卷242_27,赠章八元,211100,13
12785,张继,卷242_28,城西虎跑寺,4112211,13
12786,张继,卷242_29,褚主簿宅会毕庶子钱员外郎使君（一作韩翃诗）,1023312,0
12787,张继,卷242_30,奉送王相公赴幽州（一作韩翃诗，题下有巡边二字）,2203112,25
12788,张继,卷242_31,重经巴丘,1231112,13
12789,张继,卷242_32,九日巴丘杨公台上宴集,1235645,9
12790,张继,卷242_33,游灵岩,303324,20
12791,张继,卷242_34,河间献王墓,11021,15
12792,张继,卷242_35,秋日道中,2212102,25
12793,张继,卷242_36,华清宫,422131,19
12794,张继,卷242_37,春申君祠,2102403,12
12795,张继,卷242_38,人日代客子是日立春,1100000,8
12796,张继,卷242_39,寄郑员外,301010,11
12797,张继,卷242_40,饮李十二宅,110001,4
12798,张继,卷242_41,山家,10001,22
12799,张继,卷242_42,归山,1002101,14
12800,张继,卷242_43,金谷园,321011,0
12801,张继,卷242_44,邮亭,111203,20
12802,张继,卷242_45,宿白马寺,200000,1
12803,张继,卷242_46,明德宫,1101101,14
12804,张继,卷242_47,读峄山碑,1112,5
12805,张继,卷242_48,句,103020,26
12806,韩翃,卷243_1,令狐员外宅宴寄中丞,1011000,3
12807,韩翃,卷243_2,褚主簿宅会毕庶子钱员外郎使君（一作张继诗）,1022211,0
12808,韩翃,卷243_3,送李明府赴滑州,1232213,48
12809,韩翃,卷243_4,送李司直赴江西使幕,1144433,98
12810,韩翃,卷243_5,祭岳回重赠孟都督,101101,80
12811,韩翃,卷243_6,送南少府归寿春,311301,78
12812,韩翃,卷243_7,赠别崔司直赴江东兼简常州独孤使君,2226527,63
12813,韩翃,卷243_8,经月岩山,4112121,7
12814,韩翃,卷243_9,送客之江宁,624315,10
12815,韩翃,卷243_10,送山阴姚丞携妓之任兼寄山阴苏少府,2413306,10
12816,韩翃,卷243_11,和高平朱（一作米）参军思归作,654404,33
12817,韩翃,卷243_12,赠别成明府赴剑南,1401415,3
12818,韩翃,卷243_13,送孙泼赴云中,3105121,67
12819,韩翃,卷243_14,送客还江东,423106,4
12820,韩翃,卷243_15,送夏侯侍郎,2357141,25
12821,韩翃,卷243_16,送李湜下第归卫州便游河北,3534363,25
12822,韩翃,卷243_17,张山人草堂会王方士,201418,21
12823,韩翃,卷243_18,送蓚县刘主簿楚,2321415,89
12824,韩翃,卷243_19,题玉山观禅师兰若,4313453,33
12825,韩翃,卷243_20,赠别上元主簿张著,1464413,15
12826,韩翃,卷243_21,别汜水县尉,6441326,4
12827,韩翃,卷243_22,别李明府,1434543,15
12828,韩翃,卷243_23,送中兄典邵州,2776463,22
12829,韩翃,卷243_24,送万巨,1425544,10
12830,韩翃,卷243_25,送巴州杨使君,2223112,36
12831,韩翃,卷243_26,送王侍御赴江西兼寄李袁州,2654634,21
12832,韩翃,卷243_27,寄雍丘窦明府,4343513,3
12833,韩翃,卷243_28,赠兖州孟都督,1644223,6
12834,韩翃,卷243_29,别孟都督,1021011,5
12835,韩翃,卷243_30,送别郑明府,2323032,54
12836,韩翃,卷243_31,赠别王侍御赴上都,2612205,5
12837,韩翃,卷243_32,赠别太常李博士兼寄两省旧游,1113312,4
12838,韩翃,卷243_33,寄哥舒仆射,1033021,5
12839,韩翃,卷243_34,赠别华阴道士,5213123,10
12840,韩翃,卷243_35,送崔秀才赴上元兼省叔父,2233313,46
12841,韩翃,卷244_1,赠别韦兵曹归池州,2111310,15
12842,韩翃,卷244_2,寄武陵李少府,211203,3
